Date/Time,"Steam flow 
(t/h)","Export power.
(MW)","Post combustion 
temp. C","Flue gas temp inlet 
bag filter temp. C","IDF Running 
(PV Control.) %","RGF Running 
(PV Control.) %",Sootblow,"PAF Running 
(PV Control.) %",Problem
9/01/2026 15:00 ¹.,42,7.447,1107.5,193.2,95.3,95.2,0,60.5,0
9/01/2026 16:00 ¹.,42,7.546,1086.5,185.2,90.8,90.6,0,61.4,0
9/01/2026 17:00 ¹.,44,7.61,1074.5,185.7,89.2,94,0,61.1,0
9/01/2026 18:00 ¹.,43,7.458,1088.2,185.1,86.8,94.5,0,59.2,0
9/01/2026 19:00 ¹.,44,7.765,1105.4,189.2,90.2,95.5,0,60.8,0
9/01/2026 20:00 ¹.,43,7.713,1115.3,188.9,90.6,91.8,0,63.1,0
9/01/2026 21:00 ¹.,42,7.375,1111.4,191.6,96.1,90.4,1,64.9,0
9/01/2026 22:00 ¹.,43,7.637,1112.2,188.5,96.4,92.1,1,63.8,0
9/01/2026 23:00 ¹.,42,7.289,1056.6,182.8,89.5,92.7,0,61.9,0
9/01/2026 0:00 ¹.,45,8.124,1108.4,185.5,92.9,92.7,0,62.5,0
10/01/2026 1:00 ¹.,41,7.304,1041.8,187.7,92.3,95.2,0,61.4,0
10/01/2026 2:00 ¹.,42,7.407,1060.2,186.4,93.4,91.8,0,66.1,0
10/01/2026 3:00 ¹.,42,7.254,1042.5,187,93.2,92.5,1,65.4,0
10/01/2026 4:00 ¹.,44,7.79,1087.2,190.2,94.4,93.6,1,64.6,0
10/01/2026 5:00 ¹.,42,7.471,1084.8,191,95.1,92.7,1,64.1,0
10/01/2026 6:00 ¹.,43,7.739,1109.6,191.2,93.4,92.1,1,64.1,0
10/01/2026 7:00 ¹.,43,7.959,1125.5,193.9,96.3,93.4,1,63,0
10/01/2026 8:00 ¹.,43,7.556,1106.3,194,95.5,90.7,0,64.4,0
10/01/2026 9:00 ¹.,42,7.551,1098.7,193.7,95.2,92.9,0,61.5,0
10/01/2026 10:00 ¹.,44,7.818,1094,196.8,94.5,92.4,0,61.3,0
10/01/2026 11:00 ¹.,43,7.721,1159.8,199.3,97.5,94.1,0,60.1,0
10/01/2026 12:00 ¹.,39,6.671,1052.7,194.6,92.8,91.7,0,59.1,0
10/01/2026 13:00 ¹.,39,6.875,1019.5,184.8,92.2,89.3,0,63.9,0
10/01/2026 14:00 ¹.,40,6.99,1052.2,185,91.4,88.1,0,62.1,0
10/01/2026 15:00 ¹.,43,7.69,1099.6,189.3,90.4,92.4,0,61.3,0
10/01/2026 16:00 ¹.,44,7.936,1136.2,192.3,91.7,95,0,58.8,0
10/01/2026 17:00 ¹.,41,7.154,1090.6,189.6,87.2,92.3,0,58.1,0
10/01/2026 18:00 ¹.,41,7.354,1082.3,189.8,90.1,91.3,1,61.3,0
10/01/2026 19:00 ¹.,38,6.722,1038.1,191,88.4,94.4,1,59.7,0
10/01/2026 20:00 ¹.,40,7.118,1069.1,193.4,93.2,90.3,1,63.1,0
10/01/2026 21:00 ¹.,40,7.218,1071.2,193.5,93.8,90.5,0,65,0
10/01/2026 22:00 ¹.,39,6.781,1011.9,193.2,94,92.9,0,65.1,0
10/01/2026 23:00 ¹.,39,6.853,1085.5,194.4,95.3,92.9,0,63.3,0
10/01/2026 0:00 ¹.,44,7.97,1108,191.5,96.8,95.4,0,63.2,0
11/01/2026 1:00 ¹.,39,6.753,1030,185.5,90.6,93.1,0,63.2,0
11/01/2026 2:00 ¹.,39,7.057,1060.6,186.1,92,92.4,0,61.7,0
11/01/2026 3:00 ¹.,44,7.876,1126.6,188.4,91.7,92.9,0,63.2,0
11/01/2026 4:00 ¹.,43,7.681,1105.3,189.6,92.3,93.8,0,63.2,0
11/01/2026 5:00 ¹.,45,8.019,1157,194.1,98,94.4,0,61.3,0
11/01/2026 6:00 ¹.,39,6.909,1082.9,189.8,95.1,91.9,1,61.6,0
11/01/2026 7:00 ¹.,39,6.841,1018.8,183.8,93.7,89.1,1,64.7,0
11/01/2026 8:00 ¹.,42,7.515,1079.3,183.8,90.3,90.4,0,65.5,0
11/01/2026 9:00 ¹.,37,6.338,980.3,182.5,91.1,85.7,0,65.5,0
11/01/2026 10:00 ¹.,41,7.106,1040.8,189,94.4,88.9,0,62,0
11/01/2026 11:00 ¹.,45,7.999,1138.2,192.7,94.9,93.4,0,63.4,0
11/01/2026 12:00 ¹.,44,8.099,1165,197.6,97.6,96.6,1,63.2,0
11/01/2026 13:00 ¹.,40,7.025,1112.2,191.7,93.5,86.1,1,63.2,0
11/01/2026 14:00 ¹.,43,7.774,1111.4,188.5,94.6,91.2,0,63.2,0
11/01/2026 15:00 ¹.,44,7.877,1107.9,190.3,93.5,92.4,0,63.2,0
11/01/2026 16:00 ¹.,43,7.702,1120.2,191.6,92,92.2,0,60.2,0
11/01/2026 17:00 ¹.,38,6.753,1037.4,188.3,89.2,90.4,0,62.5,0
11/01/2026 18:00 ¹.,40,7.033,1069.4,188.6,90.8,91,0,63.2,0
11/01/2026 19:00 ¹.,39,6.807,1055.3,190.9,91.2,92.4,1,63,0
11/01/2026 20:00 ¹.,37,6.432,1003.6,189.9,92.5,90.3,1,64.6,0
11/01/2026 21:00 ¹.,40,7.096,1054.9,192.7,93.9,90.3,1,65.2,0
11/01/2026 22:00 ¹.,38,6.638,1027.9,193.3,94.1,90.3,0,63.6,0
11/01/2026 23:00 ¹.,37,6.304,993.2,192.1,92.9,90.6,0,63.7,0
11/01/2026 0:00 ¹.,37,6.446,1021.9,192.3,91.5,90.3,0,62.7,0
12/01/2026 1:00 ¹.,37,6.569,1031.6,195.1,94,90.3,0,63.2,0
12/01/2026 2:00 ¹.,36,6.037,997.5,194,93.3,90.3,0,63.2,0
12/01/2026 3:00 ¹.,40,7.009,1063.6,196,92.5,90.3,0,63.2,0
12/01/2026 4:00 ¹.,40,6.846,1053.3,196.3,92.9,90.3,0,63.2,0
12/01/2026 5:00 ¹.,37,6.438,1073.9,197.3,92.7,88.9,0,62.4,0
12/01/2026 6:00 ¹.,36,6.23,1051.2,194.6,95.4,88.5,0,64,0
12/01/2026 7:00 ¹.,40,7.078,1054.1,187.4,92.2,88.7,0,64,0
12/01/2026 8:00 ¹.,43,7.715,1098.8,189.8,93.4,91.4,0,64.1,0
12/01/2026 9:00 ¹.,42,7.401,1083.9,192.5,94.1,95.3,0,64.1,0
12/01/2026 10:00 ¹.,39,6.779,1043.6,192.3,91.9,91.2,0,62.9,0
12/01/2026 11:00 ¹.,36,6.147,993.4,189.9,87.5,90.5,0,59.2,0
12/01/2026 12:00 ¹.,39,6.858,1065.6,192.7,89.7,91.8,1,60.8,0
12/01/2026 13:00 ¹.,38,6.729,1059.3,196.5,94.3,95.2,1,64.1,0
12/01/2026 14:00 ¹.,42,7.393,1076.3,196.1,94.2,94.5,1,65,0
12/01/2026 15:00 ¹.,41,7.076,1070.8,196.8,94.4,93.6,0,64.5,0
12/01/2026 16:00 ¹.,37,6.256,1001.7,194.8,93,90.2,0,64.6,0
12/01/2026 17:00 ¹.,37,6.303,1017.2,195.4,89.9,90.3,0,58.5,0
12/01/2026 18:00 ¹.,38,6.598,1025.3,195.9,90.3,90.3,0,59.2,0
12/01/2026 19:00 ¹.,38,6.514,1034.8,194.1,89,89.4,1,60.2,0
12/01/2026 20:00 ¹.,39,6.774,1053.6,195.9,91.9,88.4,1,63.2,0
12/01/2026 21:00 ¹.,38,6.555,1033.1,195.4,89.8,87.9,1,64,0
12/01/2026 22:00 ¹.,39,6.885,1064.6,197,92.2,86.7,0,64.8,0
12/01/2026 23:00 ¹.,29,4.863,955.2,196.3,97.5,84.2,0,64.9,0
12/01/2026 0:00 ¹.,39,6.974,1090.3,193.3,96.6,86.2,0,64.9,0
13/01/2026 1:00 ¹.,44,7.902,1101.5,194.4,96.1,95.3,0,65,0
13/01/2026 2:00 ¹.,42,7.598,1083.7,195.1,95.6,95.2,0,65,0
13/01/2026 3:00 ¹.,43,7.825,1123.6,196.9,95.3,95.3,0,64.2,0
13/01/2026 4:00 ¹.,41,7.46,1094.1,195.1,92.6,95.2,0,63.2,0
13/01/2026 5:00 ¹.,41,7.287,1106.8,197.8,96.1,95.3,0,63.3,0
13/01/2026 6:00 ¹.,40,7.02,1103.3,196.8,97,95.2,1,64.1,0
13/01/2026 7:00 ¹.,40,7.207,1068.6,190.1,93.2,91.4,1,64.9,0
13/01/2026 8:00 ¹.,40,7.071,1055.1,190.7,93.8,90.3,0,64.1,0
13/01/2026 9:00 ¹.,41,7.073,1060.3,191.4,91.9,93,0,63.3,0
13/01/2026 10:00 ¹.,40,6.973,1043.3,193.5,93.8,92.3,0,64.4,0
13/01/2026 11:00 ¹.,41,7.272,1066.1,196.9,95,93.4,0,64.9,0
13/01/2026 12:00 ¹.,38,6.505,1043.1,198,96.4,90.1,1,64.1,0
13/01/2026 13:00 ¹.,37,6.557,1064.4,195.2,95.2,90.3,1,64.1,0
13/01/2026 14:00 ¹.,39,6.871,1047.6,191.7,93.6,90.8,0,64.1,0
13/01/2026 15:00 ¹.,43,7.65,1083.1,198.1,98,92.5,0,65.2,0
13/01/2026 16:00 ¹.,42,7.448,1085.5,199.6,98.9,95,0,66,0
13/01/2026 17:00 ¹.,42,7.484,1113.3,199,98.2,92,0,66,0
13/01/2026 18:00 ¹.,37,6.33,1029.2,194.1,92.3,87.1,0,64.1,0
13/01/2026 19:00 ¹.,40,7.073,1085.5,193.9,91.4,85.5,1,63.5,0
13/01/2026 20:00 ¹.,39,6.955,1097.2,194.1,92,86.1,1,62.7,0
13/01/2026 21:00 ¹.,43,7.702,1130.7,198.9,97.7,91.8,1,63,0
13/01/2026 22:00 ¹.,44,7.97,1157.6,202.7,98.9,94.2,0,64,0
13/01/2026 23:00 ¹.,38,6.519,1071.1,199.9,96.9,90.2,0,64.1,0
13/01/2026 0:00 ¹.,36,6.343,1040.4,193.5,96.2,90.3,0,64.1,0
14/01/2026 1:00 ¹.,42,7.328,1080.8,190.8,95.1,95.1,0,62.1,0
14/01/2026 2:00 ¹.,41,7.25,1086.2,192.1,92.5,95.2,0,59.3,0
14/01/2026 3:00 ¹.,40,7.065,1065.1,193.4,93,95.2,0,61.2,0
14/01/2026 4:00 ¹.,41,7.383,1101.8,194.9,94.9,91.6,0,62,0
14/01/2026 5:00 ¹.,40,6.988,1110.8,195.5,96.7,90.2,0,63.1,0
14/01/2026 6:00 ¹.,38,6.801,1096.7,195.9,98.9,90.9,1,63.1,0
14/01/2026 7:00 ¹.,40,7.061,1058.7,190.5,96.5,91.4,1,62.1,0
14/01/2026 8:00 ¹.,40,7.206,1086.5,190,94.9,90.3,0,62,0
14/01/2026 9:00 ¹.,42,7.45,1074.8,194.1,97.6,95.1,0,62.8,0
14/01/2026 10:00 ¹.,42,7.306,1085.2,197.2,97.3,93,0,64.7,0
14/01/2026 11:00 ¹.,42,7.446,1084.2,198.5,94.9,92.7,0,65,0
14/01/2026 12:00 ¹.,40,7.172,1076.4,200.2,98.7,91.2,1,65,0
14/01/2026 13:00 ¹.,42,7.468,1113.4,201.4,97.3,91,1,65,0
14/01/2026 14:00 ¹.,39,6.987,1097.8,202,99.6,93.7,0,65,0
14/01/2026 15:00 ¹.,40,7.205,1080.6,196.1,97.6,92.3,0,63.3,0
14/01/2026 16:00 ¹.,40,7.061,1063.1,192.9,93.2,91.5,0,63.4,0
14/01/2026 17:00 ¹.,41,7.309,1087.7,195.8,95,90.4,0,64.8,0
14/01/2026 18:00 ¹.,40,7.008,1077.4,194.5,91.7,90.2,0,63.2,0
14/01/2026 19:00 ¹.,40,7.137,1091.6,194.9,91.4,90.2,0,64.1,0
14/01/2026 20:00 ¹.,38,6.627,1050,195.2,92.6,90.2,1,64.1,0
14/01/2026 21:00 ¹.,40,7.168,1087.6,196.2,92.6,90.2,1,64.1,0
14/01/2026 22:00 ¹.,40,7.045,1080.1,196.9,92.1,90.3,1,64.1,0
14/01/2026 23:00 ¹.,39,6.875,1100.1,198.8,95.4,90.2,0,64.6,0
14/01/2026 0:00 ¹.,37,6.468,1034.3,196.1,94.9,90.3,0,65,0
15/01/2026 1:00 ¹.,37,6.321,1004.5,192.4,92.6,90.1,0,65,0
15/01/2026 2:00 ¹.,39,6.948,1056.7,194.1,93,90.1,0,65,0
15/01/2026 3:00 ¹.,38,6.698,1035.6,194.6,91.9,90.1,0,65,0
15/01/2026 4:00 ¹.,37,6.492,1018.8,195.5,93.6,90.1,0,65,0
15/01/2026 5:00 ¹.,37,6.384,1054.5,197.5,95.4,90.4,0,65.3,0
15/01/2026 6:00 ¹.,40,7.111,1099.7,197.7,98.4,92.1,1,65.9,0
15/01/2026 7:00 ¹.,41,7.049,1057.3,188.8,93.6,90.9,1,65.9,0
15/01/2026 8:00 ¹.,41,7.306,1080.6,189.6,93.8,90.2,0,66.5,0
15/01/2026 9:00 ¹.,40,7.127,1068.3,191.7,94.6,91.6,0,64.6,0
15/01/2026 10:00 ¹.,38,6.534,1021.8,193.8,93.4,91.1,0,63.3,0
15/01/2026 11:00 ¹.,42,7.195,1076.4,196.7,94.1,93.5,0,64.9,0
15/01/2026 12:00 ¹.,41,7.05,1054.2,199,95.8,92.4,1,64.9,0
15/01/2026 13:00 ¹.,41,7.349,1123.6,201.4,96.6,92.8,1,64.2,0
15/01/2026 14:00 ¹.,41,7.174,1108.9,200.7,97.6,93.2,0,64.6,0
15/01/2026 15:00 ¹.,43,7.701,1122.9,195.9,97.2,94.5,0,66,0
15/01/2026 16:00 ¹.,42,7.422,1096.5,195.4,92.4,93,0,66,0
15/01/2026 17:00 ¹.,39,6.706,1045.4,193.5,90.6,90.3,0,63.9,0
15/01/2026 18:00 ¹.,39,6.984,1067.3,192.7,89.3,90.3,0,63.2,0
15/01/2026 19:00 ¹.,40,7.141,1073.2,194.7,90.8,92.5,0,63.2,0
15/01/2026 20:00 ¹.,39,6.799,1057.6,195.1,91.5,92.4,1,63.2,0
15/01/2026 21:00 ¹.,39,7.063,1065.8,196.5,92.2,92.4,1,63.3,0
15/01/2026 22:00 ¹.,40,7.1,1081.3,195.7,91.3,92.4,1,63.3,0
15/01/2026 23:00 ¹.,38,6.751,1091.6,198.3,96,92.4,0,63.5,0
15/01/2026 0:00 ¹.,37,6.492,1017.9,203.3,100.8,92.4,0,59.3,0
16/01/2026 1:00 ¹.,37,6.253,1007.8,202.9,100,89,0,58.2,0
16/01/2026 2:00 ¹.,39,6.802,1059.2,196.4,91.6,89.1,0,60.8,0
16/01/2026 3:00 ¹.,41,7.1,1072,197.3,92.4,92.2,0,64.5,0
16/01/2026 4:00 ¹.,40,7.009,1078.2,197.5,94.4,91.2,0,64.5,0
16/01/2026 5:00 ¹.,39,6.828,1085.4,199.4,98.2,89.6,0,65,0
16/01/2026 6:00 ¹.,38,6.642,1058.1,191.4,96.3,88.2,1,65,0
16/01/2026 7:00 ¹.,41,7.175,1076.6,187.3,91.1,87.7,1,65,0
16/01/2026 8:00 ¹.,40,6.968,1059.6,189.1,92.8,88.6,0,65.6,0
16/01/2026 9:00 ¹.,31,5.24,953.5,193.4,95.9,90.1,0,60.3,0
16/01/2026 10:00 ¹.,36,6.394,1029.3,197,93.1,90.1,0,60.8,0
16/01/2026 11:00 ¹.,44,8.003,1158.4,197.1,94.4,91.9,1,63.4,0
16/01/2026 12:00 ¹.,41,7.236,1101.3,198.2,95.6,92.4,1,63.3,0
16/01/2026 13:00 ¹.,44,7.954,1172,201.6,97.3,93.7,1,63.3,0
16/01/2026 14:00 ¹.,44,7.935,1188,202.9,99.5,95.2,0,62.5,0
16/01/2026 15:00 ¹.,42,7.524,1128.8,197.1,94.8,95.2,0,61.2,0
16/01/2026 16:00 ¹.,39,6.963,1074.7,198,96.3,95.2,0,59,0
16/01/2026 17:00 ¹.,43,7.697,1145.6,197.9,91.7,95.2,0,57,0
16/01/2026 18:00 ¹.,43,7.613,1150.8,194.5,91.1,95.2,1,56.1,0
16/01/2026 19:00 ¹.,45,8.042,1192,195.5,91.4,95.2,1,54.7,0
16/01/2026 20:00 ¹.,43,7.463,1147.1,194.7,91.4,94.5,1,55.9,0
16/01/2026 21:00 ¹.,43,7.92,1187.6,197.6,93.6,95.2,1,56.1,0
16/01/2026 22:00 ¹.,42,7.468,1156.8,196.2,89.7,95.4,1,57,0
16/01/2026 23:00 ¹.,38,6.636,1105.4,197.2,90.9,93.6,0,57.1,0
16/01/2026 0:00 ¹.,39,6.837,1115.7,192.6,89.3,95.2,0,57.1,0
17/01/2026 1:00 ¹.,41,7.21,1114.6,187.8,86.2,95.1,0,58.1,0
17/01/2026 2:00 ¹.,42,7.533,1139.6,189.9,88.4,95.1,0,56.2,0
17/01/2026 3:00 ¹.,41,7.316,1114.5,191.7,87.4,94.9,0,57.6,0
17/01/2026 4:00 ¹.,37,6.501,1085.2,190.2,88.6,92.8,0,58.2,0
17/01/2026 5:00 ¹.,38,6.815,1074,188,87.2,91.4,0,58.2,0
17/01/2026 6:00 ¹.,37,6.486,1037.2,186.5,86.1,90.1,1,58.2,0
17/01/2026 7:00 ¹.,36,6.233,1005.6,188.6,90.9,90.1,1,63.8,0
17/01/2026 8:00 ¹.,28,4.705,901.8,187,84.7,90.2,0,53.6,0
17/01/2026 9:00 ¹.,26,4.312,869.4,184.9,85.2,90.2,0,55.1,0
17/01/2026 10:00 ¹.,27,4.511,890.3,194.3,93.5,90.1,1,56.2,0
17/01/2026 11:00 ¹.,27,4.424,861.7,196.3,93.8,90.1,1,55.5,0
17/01/2026 12:00 ¹.,30,5.181,932.1,196.7,91.8,90.1,1,56,0
17/01/2026 13:00 ¹.,38,6.671,1054.4,194.8,89.8,90.4,0,59.5,0
17/01/2026 14:00 ¹.,42,7.374,1155.8,201.5,96.1,91.8,0,61.3,0
17/01/2026 15:00 ¹.,39,6.853,1122.6,198.1,94.9,90.3,0,59.9,0
17/01/2026 16:00 ¹.,41,7.236,1079.4,192.1,93.2,91.5,0,60.1,0
17/01/2026 17:00 ¹.,44,7.68,1120.7,193.7,92.6,94.6,0,59.9,0
17/01/2026 18:00 ¹.,44,7.597,1115.1,196,93.4,96.5,0,61.8,0
17/01/2026 19:00 ¹.,40,6.847,1060.2,194.1,91.1,94.1,0,61.2,0
17/01/2026 20:00 ¹.,44,7.788,1144.8,195.3,95.7,90.2,0,63.2,0
17/01/2026 21:00 ¹.,43,7.384,1158,198.4,98.1,93,1,63.1,0
17/01/2026 22:00 ¹.,42,7.532,1180.1,195.4,95.9,94.4,1,59.5,0
17/01/2026 23:00 ¹.,43,7.535,1141.1,189,89.5,95.2,0,58.4,0
17/01/2026 0:00 ¹.,40,6.9,1073.7,190,91.5,94.6,0,61.5,0
18/01/2026 1:00 ¹.,39,6.691,1061.4,189.1,91.3,90.3,0,63.2,0
18/01/2026 2:00 ¹.,41,7.225,1086.4,191.6,92.4,93.1,0,63.2,0
18/01/2026 3:00 ¹.,35,5.945,1014.3,189.8,93,90.2,0,63.2,0
18/01/2026 4:00 ¹.,37,6.22,1013.9,189,92.8,90.1,1,61.4,0
18/01/2026 5:00 ¹.,37,6.19,1015.6,188.3,92,90.1,1,62.2,0
18/01/2026 6:00 ¹.,36,6.287,1029.9,189.1,92.1,90.1,0,63.2,0
18/01/2026 7:00 ¹.,34,5.743,974.9,187.8,92.5,90.1,0,65,0
18/01/2026 8:00 ¹.,36,6.224,997.6,193.8,96.6,90.1,0,61.1,0
18/01/2026 9:00 ¹.,35,5.994,995.8,194.7,92.4,90.2,0,58.9,0
18/01/2026 10:00 ¹.,36,6.062,1000.7,194.3,94.8,91.8,1,63.2,0
18/01/2026 11:00 ¹.,39,6.789,1055.6,199.6,96.8,92.9,1,63.3,0
18/01/2026 12:00 ¹.,42,7.277,1093.2,199.6,98,90.8,1,64,0
18/01/2026 13:00 ¹.,43,7.519,1151,202.9,98.9,93.5,0,65.1,0
18/01/2026 14:00 ¹.,43,7.475,1139.6,197.7,98.9,93.8,0,63.2,0
18/01/2026 15:00 ¹.,43,7.862,1148.1,194,95.8,93.4,0,62.4,0
18/01/2026 16:00 ¹.,43,7.631,1129.2,195.2,95.1,93.7,0,63.7,0
18/01/2026 17:00 ¹.,42,7.397,1117.1,195.8,92.6,95.8,0,62.2,0
18/01/2026 18:00 ¹.,42,7.53,1123.4,195.9,93.9,94,0,62.2,0
18/01/2026 19:00 ¹.,42,7.475,1111.6,198.1,95.5,94.7,0,61.3,0
18/01/2026 20:00 ¹.,40,6.854,1064.1,197.9,96.2,95.4,1,61.2,0
18/01/2026 21:00 ¹.,42,7.259,1095.2,198.2,94.1,95.4,1,61.2,0
18/01/2026 22:00 ¹.,41,7.236,1106.6,197.2,92.4,93.4,0,61.2,0
18/01/2026 23:00 ¹.,36,6.352,1050.6,195,93.7,92.9,0,61.3,0
18/01/2026 0:00 ¹.,38,6.68,1049,192.5,91.9,93.2,0,61.3,0
19/01/2026 1:00 ¹.,43,7.412,1099.4,195.5,95.2,94.4,0,61.3,0
19/01/2026 2:00 ¹.,40,6.792,1069.2,195.6,94,93.6,0,61.3,0
19/01/2026 3:00 ¹.,43,7.695,1131.8,198.1,96.2,94.8,0,61.3,0
19/01/2026 4:00 ¹.,43,7.659,1164.6,200,97.6,93.8,0,61.3,0
19/01/2026 5:00 ¹.,41,7.295,1133.6,199.3,97,92.9,0,61,0
19/01/2026 6:00 ¹.,40,6.976,1105.5,195.1,96.9,91.2,1,62.7,0
19/01/2026 7:00 ¹.,42,7.385,1086.4,189.3,96.6,90.8,1,63.2,0
19/01/2026 8:00 ¹.,42,7.427,1087.6,191.2,93.6,93,0,63.1,0
19/01/2026 9:00 ¹.,42,7.542,1111.5,197,96.4,93.9,0,60.9,0
19/01/2026 10:00 ¹.,44,8.134,1168,197.4,94.3,95.2,0,59.3,0
19/01/2026 11:00 ¹.,44,7.785,1138.4,199,94.9,95.4,0,59.7,0
19/01/2026 12:00 ¹.,42,7.34,1107.5,202.3,95.6,92.8,1,58.6,0
19/01/2026 13:00 ¹.,39,6.779,1098.1,199.5,95.4,95.4,1,61,0
19/01/2026 14:00 ¹.,40,6.983,1102.7,199.4,96.6,94.4,1,61.8,0
19/01/2026 15:00 ¹.,42,7.375,1097.7,194.8,94.4,95.2,0,62.3,0
19/01/2026 16:00 ¹.,41,7.132,1082,194.2,93.8,91.2,0,62.3,0
19/01/2026 17:00 ¹.,39,6.798,1071.1,194,90.2,92.1,0,60,0
19/01/2026 18:00 ¹.,42,7.385,1109.5,194.3,92.5,93.3,0,58.3,0
19/01/2026 19:00 ¹.,38,6.654,1047.9,195.7,91.7,95.3,0,60.2,0
19/01/2026 20:00 ¹.,39,6.79,1052.5,197.6,93.7,95.3,1,60.2,0
19/01/2026 21:00 ¹.,40,7.041,1097.6,197.8,94.7,92.4,1,60.2,0
19/01/2026 22:00 ¹.,41,7.293,1116.3,198.6,94.8,92.8,0,60.2,0
19/01/2026 23:00 ¹.,39,6.76,1087.5,200,97.7,94.9,0,60.2,0
19/01/2026 0:00 ¹.,36,6.229,1042.3,194,94.9,90.4,0,60.2,0
20/01/2026 1:00 ¹.,40,7.055,1080.5,191.2,91.7,93.2,0,57.4,0
20/01/2026 2:00 ¹.,40,6.901,1071.3,189.8,91.6,90.4,0,59.1,0
20/01/2026 3:00 ¹.,42,7.327,1097.7,192.6,93.6,90.4,0,59.2,0
20/01/2026 4:00 ¹.,43,7.502,1109.9,194.5,94,91.2,0,60.7,0
20/01/2026 5:00 ¹.,37,6.509,1079,195,94,88.8,0,61.7,0
20/01/2026 6:00 ¹.,36,6.218,1048.2,193.5,95.7,86.6,1,62.5,0
20/01/2026 7:00 ¹.,39,6.843,1051.5,188.4,94.6,86.6,1,63.6,0
20/01/2026 8:00 ¹.,41,7.361,1077.8,193.2,96.3,89.5,0,63.4,0
20/01/2026 9:00 ¹.,44,7.843,1113.5,197.5,96.5,94.6,0,63.2,0
20/01/2026 10:00 ¹.,45,7.974,1129.5,205.1,100.3,95.1,0,56.5,0
20/01/2026 11:00 ¹.,41,7.049,1081,209.8,100.6,92,0,52.6,0
20/01/2026 12:00 ¹.,38,6.374,1041,203.2,91.7,90.4,1,53.4,0
20/01/2026 13:00 ¹.,37,6.356,1057.1,199.1,94.4,90.4,1,61.2,0
20/01/2026 14:00 ¹.,41,7.25,1098.9,200.2,97.9,94.3,1,61.7,0
20/01/2026 15:00 ¹.,42,7.223,1091.8,199.2,94.8,95.3,0,61.3,0
20/01/2026 16:00 ¹.,38,6.478,1042.5,197.4,93.4,93.3,0,61.2,0
20/01/2026 17:00 ¹.,40,7.05,1076.7,198.6,94,91.7,0,62.2,0
20/01/2026 18:00 ¹.,40,6.975,1087.1,196.1,89.3,90.3,0,59.2,0
20/01/2026 19:00 ¹.,32,5.382,972.8,197.5,94.5,89,0,59.2,0
20/01/2026 20:00 ¹.,34,5.797,1008.3,198.5,94,86.6,1,58.7,0
20/01/2026 21:00 ¹.,37,6.497,1059.3,196.7,92,86.9,1,58.4,0
20/01/2026 22:00 ¹.,30,5.192,947.1,194.9,88.9,86.4,0,56.7,0
20/01/2026 23:00 ¹.,30,5.071,936,196.8,93.1,86.9,0,56.7,0
20/01/2026 0:00 ¹.,37,6.48,1078.3,200.3,91.7,91.9,0,59,0
21/01/2026 1:00 ¹.,30,5.019,982.5,192.6,87.4,90.4,0,53.4,0
21/01/2026 2:00 ¹.,33,5.75,991.7,190.5,88.2,90.5,0,51,0
21/01/2026 3:00 ¹.,30,5.089,939.6,190,84.8,94.5,0,48.9,0
21/01/2026 4:00 ¹.,25,4.123,860.2,186.7,83.6,95.3,0,50.1,0
21/01/2026 5:00 ¹.,23,3.686,826.8,187.1,85.2,95.3,0,51.5,0
21/01/2026 6:00 ¹.,16,2.329,732.4,185.9,87.3,95.3,0,52.4,0
21/01/2026 7:00 ¹.,10,1.136,632.8,185.6,89.3,95.3,1,51.1,0
21/01/2026 8:00 ¹.,26,4.256,861.3,190.5,87.8,91.5,0,54.1,0
21/01/2026 9:00 ¹.,33,5.503,977.5,192.2,90.4,90.3,0,60.9,0
21/01/2026 10:00 ¹.,41,7.182,1090.9,201.8,97.4,92.9,0,63.2,0
21/01/2026 11:00 ¹.,42,7.326,1106.9,205.7,97.3,95.4,0,63.2,0
21/01/2026 12:00 ¹.,39,6.651,1092.9,208,98.9,94.8,0,61.8,0
21/01/2026 13:00 ¹.,34,5.769,1032.5,198.3,89.7,90.7,0,56.2,0
21/01/2026 14:00 ¹.,34,5.818,1011.4,195.4,91.2,89.2,0,58.3,0
21/01/2026 15:00 ¹.,38,6.461,1059.5,198.9,91.5,95.3,0,60.8,0
21/01/2026 16:00 ¹.,39,6.721,1057.2,202.3,97.7,93.5,0,62.3,0
21/01/2026 17:00 ¹.,37,6.53,1071.5,203.6,93.3,90.5,0,62.3,0
21/01/2026 18:00 ¹.,40,6.96,1140.8,205.4,98.5,90.5,0,64,0
21/01/2026 19:00 ¹.,35,5.931,1059.1,205.4,98.6,90.5,1,64.2,0
21/01/2026 20:00 ¹.,37,6.34,1080.7,203.7,99,88.7,1,64,0
21/01/2026 21:00 ¹.,37,6.554,1111.4,203.2,95.6,89,1,64.2,0
21/01/2026 22:00 ¹.,40,7.074,1112.1,204.2,97.7,89.4,0,64.2,0
21/01/2026 23:00 ¹.,37,6.457,1102,203.1,98.4,88.8,0,64.1,0
21/01/2026 0:00 ¹.,40,7.073,1113.9,198.9,99.4,90.4,0,64.1,0
22/01/2026 1:00 ¹.,40,7.096,1089.5,201.2,100.6,90.5,0,63.4,0
22/01/2026 2:00 ¹.,41,7.314,1079.5,203.7,100.6,92.4,0,63,0
22/01/2026 3:00 ¹.,37,6.32,1007.1,203.2,100.5,92.4,0,61.3,0
